key,file,line,english,builtin,fallback
fab_children.2007.desc.council,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,276,The council's register runs on past the first page. Each leaf carries the name of a living Targaryen and the arguments made for and against that claim. No tally can choose in my place. I mean to look at every eligible member of my House before I bind the realm to one of them.,[],[]
fab_children.2006.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,278,The Sealed Judgment,[],[]
fab_children.2006.desc.council,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,279,"The last raven from Harrenhal is put into my hand. Beside the council's arguments I write the name that will govern the realm after me: [gc_winner.GetTitledFirstName]. Whether I have followed the lords or defied them, the uncertainty is over. I order the court assembled and the succession proclaimed before rumor can sharpen itself into rebellion.",[],[]
fab_children.2006.desc.direct,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,280,"I write the name that will govern the realm after me: [gc_winner.GetTitledFirstName]. No council shields the choice and no tally dilutes it. This is the judgment of Jaehaerys, first of his name, made while I still have the strength to enforce it. I order the court assembled and the succession proclaimed before rumor can sharpen itself into rebellion.",[],[]
fab_children.2006.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,281,Open the throne room. The realm will hear my judgment.,[],[]
fab_children.2001.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,283,The Heir Proclaimed,[],[]
fab_children.2001.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,284,"I rise before the Iron Throne and name [gc_winner.GetTitledFirstName] my lawful heir. The cheers come first, then the muttering, then the careful silence of men already reckoning what my judgment has cost them. No council could have made every line of my blood equal, and no king could have satisfied every claimant. The realm would have bled far longer over a question left open than it will over an answer it dislikes.",[],[]
fab_children.2001.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,285,Write it into the record. No lord leaves this hall able to say he did not hear.,[],[]
fab_children.heir_candidate_1,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,287,[heir_candidate_1.GetTitledFirstName] shall be my heir.,[],[]
fab_children.heir_candidate_2,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,288,[heir_candidate_2.GetTitledFirstName] shall be my heir.,[],[]
fab_children.heir_candidate_3,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,289,[heir_candidate_3.GetTitledFirstName] shall be my heir.,[],[]
fab_children.heir_candidates.more,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,290,Show me the remaining claims.,[],[]
fab_children.heir_candidates.review,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,291,Show me the first names again.,[],[]
fab_children_shared_joy_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,293,Shared Joy for Our Children,[],[]
fab_children_shared_grief_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,294,Shared Grief for Our Children,[],[]
fab_children_heeded_queen_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,295,Heeded My Counsel,[],[]
fab_children_ignored_queen_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,296,Ignored My Counsel,[],[]
fab_children_childbed_blame_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,297,Blamed for Our Daughter's Death,[],[]
fab_children_succession_quarrel_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,298,The Succession Quarrel,[],[]
fab_children_reconciled_opinion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,299,Family Reconciled,[],[]
fab_aemon_tarth_survivor_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,300,Scar of Tarth,[],[]
fab_aemon_tarth_survivor_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,301,A Myrish crossbow bolt passed a finger's width from the throat on Tarth. The scar has not faded.,[],[]
fab_alyssa_childbed_survivor_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,302,Survived the Last Childbed,[],[]
fab_alyssa_childbed_survivor_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,303,Survived a labor the maesters had already given up as fatal.,[],[]
fab_alyssa_late_fertility_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,304,Still Green,[],[]
fab_alyssa_late_fertility_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,305,The maesters had thought her years of bearing behind her. They were wrong.,[],[]
fab_baelon_recovered_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,306,Recovered from the Five-Day Sickness,[],[]
fab_baelon_recovered_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,307,"A sickness of the belly that should have been the end of him, and was not.",[],[]
fab_viserra_broken_ribs_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,309,Thrown in the Street of Flour,[],[]
fab_viserra_broken_ribs_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,310,"Two ribs cracked against the cobbles, bound tight by a maester who did not trouble to hide what he thought of the hour she came home at. They will knit. Until they do she cannot draw a full breath without remembering the fall.",[],[]
fab_infant_vigour_modifier,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,312,Coaxed Into Living,[],[]
fab_infant_vigour_modifier_desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,313,This child came into the world ailing and was not expected to keep it. Someone refused to let go.,[],[]
sotd_lifeline.0002.desc.no_holder,localization/english/sotd/agot_sotd_lifeline_l_english.yml,4,"I receive word from Storm's End that stills the court: the Queen Dowager, my mother Alyssa, is with child again at six-and-forty. The castle rejoices, while the maesters write far more carefully. Her last confinement nearly killed her, and she has never been strong since.\n\nMy mother writes that she is content and that the gods will do as they will. That is what frightens me most.\n\n#bold When her time comes, I will ride for Storm's End.#!",[],[]
sotd_lifeline.0003.desc.no_holder,localization/english/sotd/agot_sotd_lifeline_l_english.yml,10,"I came too late for anything but grief. When Alysanne and I arrived at Storm's End, the maester told us plainly that Mother was dying, though the child might be saved if he cut the babe from her. Alysanne never left Mother's side. Some swear my mother woke and consented; others swear she never woke at all. I know only that she died giving birth to a daughter, Jocelyn.\n\n#bold The storm has taken the gentlest soul it ever held.#!",[],[]
sotd_lifeline.0003.desc.no_holder_no_alysanne,localization/english/sotd/agot_sotd_lifeline_l_english.yml,11,"I came too late for anything but grief. At Storm's End the maester told me plainly that Mother was dying, though the child might be saved if he cut the babe from her. Some swear my mother woke and consented; others swear she never woke at all. I know only that she died giving birth to a daughter, Jocelyn.\n\n#bold The storm has taken the gentlest soul it ever held.#!",[],[]
fab_rego.0001.t,localization/english/sotd/agot_sotd_rego_l_english.yml,2,The Lord of Air,[],[]
fab_rego.0001.desc.shivers,localization/english/sotd/agot_sotd_rego_l_english.yml,3,"Lord Rego Draz is dead in the mud of Flea Bottom, and I am told there was not enough left of his head to close his eyes.\n\nHe was being carried from the Red Keep to his manse on the Street of Silk, in that gilded palanquin this city has laughed at for ten years. In the heart of Flea Bottom a crowd closed around him. A dozen men, hungry, half in drink, and full of the same talk that has run through my streets since the cold came - that bread costs three times what it did, that the Shivers came ashore off a ship, and that the man who counts the king's coin is a Pentoshi. His bearers set him down and ran.\n\nOne of them worked a cobblestone loose from the street I paved and brought it down on him again and again until the work was done.\n\nI made Rego a lord because the magisters of Pentos would not have him, low-born and rich as he was. He had no land, no castle, no sworn sword; my own court named him the Lord of Air for it, and he laughed louder at that jest than any man in the hall. He filled my treasury for eleven years and never once lied to me about a figure. He was murdered a quarter mile from my gates for having been born across the narrow sea.\n\n#bold There is a stone somewhere in Flea Bottom with my friend's blood on it, and a hand that lifted it. #!",[],[]
fab_rego.0001.desc,localization/english/sotd/agot_sotd_rego_l_english.yml,4,"Lord Rego Draz is dead in the mud of Flea Bottom, and I am told there was not enough left of his head to close his eyes.\n\nHe was being carried from the Red Keep to his manse on the Street of Silk, in that gilded palanquin this city has laughed at for ten years. In the heart of Flea Bottom a crowd closed around him. A dozen men, hungry, half in drink, and full of the same talk that has run through my streets since the cold came - that bread costs three times what it did, that the granaries are empty, and that the man who counts the king's coin is a Pentoshi. His bearers set him down and ran.\n\nOne of them worked a cobblestone loose from the street I paved and brought it down on him again and again until the work was done.\n\nI made Rego a lord because the magisters of Pentos would not have him, low-born and rich as he was. He had no land, no castle, no sworn sword; my own court named him the Lord of Air for it, and he laughed louder at that jest than any man in the hall. He filled my treasury for eleven years and never once lied to me about a figure. He was murdered a quarter mile from my gates for having been born across the narrow sea.\n\n#bold There is a stone somewhere in Flea Bottom with my friend's blood on it, and a hand that lifted it. #!",[],[]
